ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05110	hsa05110	Vibrio cholerae infection	1/262	50/8464	0.793371750152285	0.995029039241434	0.752542970854866	245972	1
hsa04144	hsa04144	Endocytosis	6/262	251/8464	0.795190343443111	0.995029039241434	0.752542970854866	10093/27128/3560/3561/30011/64744	6
hsa04979	hsa04979	Cholesterol metabolism	1/262	51/8464	0.799805860142789	0.995029039241434	0.752542970854866	348	1
hsa05414	hsa05414	Dilated cardiomyopathy	2/262	96/8464	0.802961110040083	0.995029039241434	0.752542970854866	3695/7040	2
hsa03015	hsa03015	mRNA surveillance pathway	2/262	97/8464	0.807608767638101	0.995029039241434	0.752542970854866	10898/55308	2
hsa05165	hsa05165	Human papillomavirus infection	8/262	331/8464	0.810738947014535	0.995029039241434	0.752542970854866	245972/2885/3455/3695/5293/6932/7157/7283	8
hsa03460	hsa03460	Fanconi anemia pathway	1/262	55/8464	0.823606970637969	0.995029039241434	0.752542970854866	2188	1
hsa04550	hsa04550	Signaling pathways regulating pluripotency of stem cells	3/262	143/8464	0.824823739068819	0.995029039241434	0.752542970854866	2885/5293/6932	3
hsa05017	hsa05017	Spinocerebellar ataxia	3/262	143/8464	0.824823739068819	0.995029039241434	0.752542970854866	2911/5293/5690	3
hsa04916	hsa04916	Melanogenesis	2/262	101/8464	0.825239791491834	0.995029039241434	0.752542970854866	51176/6932	2
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	2/262	102/8464	0.829415398649755	0.995029039241434	0.752542970854866	51529/5293	2
hsa05012	hsa05012	Parkinson disease	6/262	266/8464	0.837776217573802	0.995029039241434	0.752542970854866	135/842/27429/5690/7157/203068	6
hsa00240	hsa00240	Pyrimidine metabolism	1/262	58/8464	0.839588120768989	0.995029039241434	0.752542970854866	1633	1
hsa04923	hsa04923	Regulation of lipolysis in adipocytes	1/262	58/8464	0.839588120768989	0.995029039241434	0.752542970854866	5293	1
hsa04350	hsa04350	TGF-beta signaling pathway	2/262	108/8464	0.852637020924782	0.995029039241434	0.752542970854866	375387/7040	2
hsa04931	hsa04931	Insulin resistance	2/262	108/8464	0.852637020924782	0.995029039241434	0.752542970854866	5293/5770	2
hsa00590	hsa00590	Arachidonic acid metabolism	1/262	61/8464	0.854126407967796	0.995029039241434	0.752542970854866	4051	1
hsa01240	hsa01240	Biosynthesis of cofactors	3/262	153/8464	0.857904917321395	0.995029039241434	0.752542970854866	8564/8942/23475	3
hsa04213	hsa04213	Longevity regulating pathway - multiple species	1/262	62/8464	0.858674650394601	0.995029039241434	0.752542970854866	5293	1
hsa04330	hsa04330	Notch signaling pathway	1/262	62/8464	0.858674650394601	0.995029039241434	0.752542970854866	1840	1
hsa03250	hsa03250	Viral life cycle - HIV-1	1/262	63/8464	0.863081606071417	0.995029039241434	0.752542970854866	920	1
hsa04934	hsa04934	Cushing syndrome	3/262	155/8464	0.863827173193733	0.995029039241434	0.752542970854866	9049/51176/6932	3
hsa04150	hsa04150	mTOR signaling pathway	3/262	156/8464	0.866706485445012	0.995029039241434	0.752542970854866	2885/5293/55615	3
hsa04929	hsa04929	GnRH secretion	1/262	64/8464	0.867351647639003	0.995029039241434	0.752542970854866	5293	1
hsa04110	hsa04110	Cell cycle	3/262	157/8464	0.869532263721969	0.995029039241434	0.752542970854866	51529/7040/7157	3
hsa04217	hsa04217	Necroptosis	3/262	159/8464	0.875026237017293	0.995029039241434	0.752542970854866	1536/3455/6775	3
hsa05031	hsa05031	Amphetamine addiction	1/262	69/8464	0.886791977054051	0.995029039241434	0.752542970854866	5533	1
hsa04622	hsa04622	RIG-I-like receptor signaling pathway	1/262	71/8464	0.893748350026289	0.995029039241434	0.752542970854866	340061	1
hsa04137	hsa04137	Mitophagy - animal	1/262	72/8464	0.897065153587961	0.995029039241434	0.752542970854866	7157	1
hsa04020	hsa04020	Calcium signaling pathway	5/262	253/8464	0.897556840750117	0.995029039241434	0.752542970854866	135/2769/2911/3274/5533	5
hsa04623	hsa04623	Cytosolic DNA-sensing pathway	1/262	75/8464	0.90640931459081	0.995029039241434	0.752542970854866	340061	1
hsa04971	hsa04971	Gastric acid secretion	1/262	76/8464	0.909332280328944	0.995029039241434	0.752542970854866	3274	1
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	3/262	174/8464	0.910099303003684	0.995029039241434	0.752542970854866	10961/5886/6048	3
hsa04721	hsa04721	Synaptic vesicle cycle	1/262	78/8464	0.914908179355965	0.995029039241434	0.752542970854866	245972	1
hsa04114	hsa04114	Oocyte meiosis	2/262	131/8464	0.917339551149064	0.995029039241434	0.752542970854866	51529/5533	2
hsa04024	hsa04024	cAMP signaling pathway	4/262	225/8464	0.922414643125817	0.995029039241434	0.752542970854866	135/5293/5880/7409	4
hsa05206	hsa05206	MicroRNAs in cancer	6/262	310/8464	0.923119958788603	0.995029039241434	0.752542970854866	6624/2885/3162/4318/5293/7157	6
hsa04146	hsa04146	Peroxisome	1/262	82/8464	0.925055801590236	0.995029039241434	0.752542970854866	51703	1
hsa01232	hsa01232	Nucleotide metabolism	1/262	85/8464	0.931866904512391	0.995029039241434	0.752542970854866	1633	1
hsa04714	hsa04714	Thermogenesis	4/262	232/8464	0.93290184367055	0.995029039241434	0.752542970854866	51703/493753/2885/6605	4
hsa04742	hsa04742	Taste transduction	1/262	86/8464	0.933997334279398	0.995029039241434	0.752542970854866	2911	1
hsa04911	hsa04911	Insulin secretion	1/262	86/8464	0.933997334279398	0.995029039241434	0.752542970854866	2864	1
hsa05034	hsa05034	Alcoholism	3/262	188/8464	0.934539806917496	0.995029039241434	0.752542970854866	135/2885/55315	3
hsa04140	hsa04140	Autophagy - animal	2/262	141/8464	0.936178603525796	0.995029039241434	0.752542970854866	1508/5293	2
hsa04512	hsa04512	ECM-receptor interaction	1/262	89/8464	0.93999858367462	0.995029039241434	0.752542970854866	3695	1
hsa04814	hsa04814	Motor proteins	3/262	193/8464	0.941674555792432	0.995029039241434	0.752542970854866	4542/203068/7283	3
hsa04912	hsa04912	GnRH signaling pathway	1/262	93/8464	0.947163007140517	0.995029039241434	0.752542970854866	2885	1
hsa04657	hsa04657	IL-17 signaling pathway	1/262	94/8464	0.948816727380534	0.995029039241434	0.752542970854866	4318	1
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	1/262	98/8464	0.954931706267759	0.995029039241434	0.752542970854866	5293	1
hsa04932	hsa04932	Non-alcoholic fatty liver disease	2/262	155/8464	0.955843348177862	0.995029039241434	0.752542970854866	5293/7040	2
hsa00564	hsa00564	Glycerophospholipid metabolism	1/262	99/8464	0.956343120678212	0.995029039241434	0.752542970854866	122618	1
hsa05010	hsa05010	Alzheimer disease	7/262	384/8464	0.957149210890878	0.995029039241434	0.752542970854866	348/842/1536/5293/5533/5690/203068	7
hsa04974	hsa04974	Protein digestion and absorption	1/262	103/8464	0.961561875630723	0.995029039241434	0.752542970854866	285641	1
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	3/262	212/8464	0.962723265296979	0.995029039241434	0.752542970854866	9049/2885/5293	3
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/262	106/8464	0.965063718987508	0.995029039241434	0.752542970854866	6569	1
hsa04922	hsa04922	Glucagon signaling pathway	1/262	107/8464	0.966158874003693	0.995029039241434	0.752542970854866	5533	1
hsa03013	hsa03013	Nucleocytoplasmic transport	1/262	108/8464	0.967219825901627	0.995029039241434	0.752542970854866	55308	1
hsa04725	hsa04725	Cholinergic synapse	1/262	113/8464	0.972047653603708	0.995029039241434	0.752542970854866	5293	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	6/262	364/8464	0.972414896389129	0.995029039241434	0.752542970854866	842/9542/5533/5690/7157/203068	6
hsa04152	hsa04152	AMPK signaling pathway	1/262	121/8464	0.97834182339122	0.995029039241434	0.752542970854866	5293	1
hsa00230	hsa00230	Purine metabolism	1/262	128/8464	0.982678461143157	0.995029039241434	0.752542970854866	1633	1
hsa04728	hsa04728	Dopaminergic synapse	1/262	132/8464	0.984755945863178	0.995029039241434	0.752542970854866	5533	1
hsa00190	hsa00190	Oxidative phosphorylation	1/262	134/8464	0.98569962793992	0.995029039241434	0.752542970854866	245972	1
hsa04270	hsa04270	Vascular smooth muscle contraction	1/262	134/8464	0.98569962793992	0.995029039241434	0.752542970854866	135	1
hsa05016	hsa05016	Huntington disease	4/262	306/8464	0.987112153379441	0.995029039241434	0.752542970854866	842/5690/7157/203068	4
hsa04120	hsa04120	Ubiquitin mediated proteolysis	1/262	142/8464	0.988926956473398	0.995029039241434	0.752542970854866	51529	1
hsa04723	hsa04723	Retrograde endocannabinoid signaling	1/262	148/8464	0.990861276615573	0.995029039241434	0.752542970854866	2911	1
hsa04921	hsa04921	Oxytocin signaling pathway	1/262	154/8464	0.99245875751897	0.995029039241434	0.752542970854866	5533	1
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	7/262	476/8464	0.992990374239639	0.995029039241434	0.752542970854866	842/1536/2911/27429/5533/5690/203068	7
hsa04022	hsa04022	cGMP-PKG signaling pathway	1/262	167/8464	0.995029039241434	0.995029039241434	0.752542970854866	5533	1
